show_id,8/30/2016,show_time,,,
Show_1,3/23/2013,11:33:37,,,
Show_2,9/19/2015,21:44:20,,,
Show_3,2/29/2016,13:55:05,,,
Show_4,3/17/2012,19:16:00,,,
Show_5,5/30/2010,20:15:17,,,
Show_6,12/21/2012,09:03:52,,,
Show_7,11/26/2016,18:37:05,,,
Show_8,6/4/2013,18:22:19,,,
Show_9,3/27/2014,21:10:08,,,
Show_10,12/23/2016,13:25:21,,,
Show_11,4/19/2016,09:19:53,,,
Show_12,11/18/2014,11:12:15,,,
Show_13,7/29/2014,12:21:57,,,
Show_14,2/5/2012,14:42:57,,,
Show_15,9/28/2016,13:44:04,,,
Show_16,7/26/2011,12:36:23,,,
Show_17,2/10/2014,21:08:18,,,
Show_18,5/20/2014,21:30:33,,,
Show_19,12/21/2010,18:25:02,,,
Show_20,11/28/2011,14:13:18,,,
Show_21,10/9/2010,13:29:58,,,
Show_22,9/8/2012,12:12:16,,,
Show_23,12/11/2012,19:54:53,,,
Show_24,3/12/2010,13:19:38,,,
Show_25,8/12/2013,17:04:51,,,
Show_26,7/8/2015,10:11:14,,,
Show_27,12/4/2014,20:23:21,,,
Show_28,10/22/2012,15:47:18,,,
Show_29,9/16/2010,14:52:59,,,
Show_30,9/8/2011,18:22:02,,,
Show_31,5/7/2015,17:12:47,,,
Show_32,1/12/2010,09:54:34,,,
Show_33,3/6/2015,18:51:43,,,
Show_34,6/1/2012,21:37:36,,,
Show_35,11/26/2013,10:50:46,,,
Show_36,11/4/2013,18:06:41,,,
Show_37,9/2/2012,19:04:58,,,
Show_38,1/23/2014,18:25:22,,,
Show_39,12/2/2015,17:05:37,,,
Show_40,6/20/2014,11:52:48,,,
Show_41,5/20/2014,20:10:30,,,
Show_42,4/26/2012,20:39:59,,,
Show_43,6/30/2016,17:30:48,,,
Show_44,6/3/2015,19:00:40,,,
Show_45,5/26/2011,17:16:18,,,
Show_46,11/2/2010,10:34:38,,,
Show_47,10/14/2014,12:03:58,,,
Show_48,12/25/2014,15:25:46,,,
Show_49,6/8/2014,13:35:15,,,
Show_50,8/7/2011,13:24:55,,,
Show_51,8/4/2013,11:32:53,,,
Show_52,5/16/2015,19:42:54,,,
Show_53,8/17/2016,12:49:50,,,
Show_54,8/15/2014,16:19:32,,,
Show_55,1/15/2016,15:10:56,,,
Show_56,12/20/2011,13:47:18,,,
Show_57,5/1/2010,19:11:59,,,
Show_58,8/14/2011,17:49:48,,,
Show_59,4/23/2014,19:20:08,,,
Show_60,8/15/2012,21:12:48,,,
Show_61,2/9/2014,14:13:51,,,
Show_62,12/28/2016,09:03:50,,,
Show_63,4/6/2016,13:34:19,,,
Show_64,12/12/2014,12:14:08,,,
Show_65,3/4/2012,11:21:19,,,
Show_66,7/21/2010,16:29:40,,,
Show_67,5/24/2011,18:55:56,,,
Show_68,5/27/2013,10:26:06,,,
Show_69,5/22/2012,19:43:15,,,
Show_70,12/17/2014,13:24:38,,,
Show_71,10/22/2011,12:36:05,,,
Show_72,12/7/2013,09:08:52,,,
Show_73,7/6/2010,20:25:11,,,
Show_74,7/22/2010,14:32:20,,,
Show_75,9/7/2010,20:59:34,,,
Show_76,10/7/2015,17:22:43,,,
Show_77,10/1/2014,19:05:04,,,
Show_78,11/19/2013,21:59:16,,,
Show_79,3/15/2010,12:55:11,,,
Show_80,4/14/2015,16:36:45,,,
Show_81,1/20/2012,12:57:19,,,
Show_82,2/12/2014,18:55:21,,,
Show_83,9/6/2014,18:39:01,,,
Show_84,6/16/2011,11:06:04,,,
Show_85,7/13/2015,12:07:26,,,
Show_86,10/16/2010,10:45:49,,,
Show_87,12/8/2014,09:08:01,,,
Show_88,3/16/2011,13:40:06,,,
Show_89,5/2/2016,10:08:44,,,
Show_90,9/3/2010,18:15:23,,,
Show_91,4/15/2012,13:28:57,,,
Show_92,1/27/2013,10:04:19,,,
Show_93,4/20/2016,09:26:53,,,
Show_94,12/1/2016,16:41:45,,,
Show_95,12/4/2012,21:00:09,,,
Show_96,10/16/2011,09:55:13,,,
Show_97,11/5/2014,19:31:04,,,
Show_98,9/8/2012,15:52:28,,,
Show_99,11/26/2013,16:27:10,,,
Show_100,12/29/2015,11:48:21,,,
Show_101,5/9/2014,11:24:08,,,
Show_102,10/11/2011,19:44:08,,,
Show_103,10/15/2014,21:50:54,,,
Show_104,8/20/2010,21:59:42,,,
Show_105,3/11/2011,14:06:34,,,
Show_106,3/29/2014,21:33:38,,,
Show_107,1/25/2014,18:53:21,,,
Show_108,11/6/2010,14:33:59,,,
Show_109,8/23/2014,17:39:21,,,
Show_110,5/30/2015,10:49:53,,,
Show_111,11/2/2010,10:17:05,,,
Show_112,3/26/2010,19:44:17,,,
Show_113,6/9/2011,09:34:19,,,
Show_114,10/30/2010,20:06:09,,,
Show_115,8/19/2011,13:31:14,,,
Show_116,12/17/2010,18:22:59,,,
Show_117,4/5/2011,21:48:29,,,
Show_118,2/15/2014,18:24:46,,,
Show_119,5/30/2016,13:25:04,,,
Show_120,9/4/2010,13:42:13,,,
Show_121,8/17/2015,09:34:23,,,
Show_122,12/17/2011,14:56:38,,,
Show_123,6/26/2012,14:23:11,,,
Show_124,11/24/2015,18:02:11,,,
Show_125,12/11/2014,18:09:04,,,
Show_126,5/9/2014,12:35:33,,,
Show_127,11/1/2016,21:49:05,,,
Show_128,5/25/2015,19:32:41,,,
Show_129,11/11/2011,15:19:15,,,
Show_130,5/29/2013,16:08:35,,,
Show_131,5/26/2016,20:49:44,,,
Show_132,4/29/2010,18:03:41,,,
Show_133,11/7/2012,18:25:54,,,
Show_134,8/23/2012,20:21:56,,,
Show_135,5/12/2011,15:51:25,,,
Show_136,11/4/2010,15:27:58,,,
Show_137,6/6/2016,18:12:42,,,
Show_138,5/20/2012,20:10:51,,,
Show_139,12/16/2011,14:12:22,,,
Show_140,11/7/2012,12:24:37,,,
Show_141,11/23/2014,15:46:44,,,
Show_142,7/24/2016,18:33:36,,,
Show_143,10/30/2010,15:54:08,,,
Show_144,9/7/2012,15:19:02,,,
Show_145,3/9/2010,21:20:41,,,
Show_146,4/3/2012,09:59:46,,,
Show_147,4/14/2014,21:57:53,,,
Show_148,10/25/2015,21:40:37,,,
Show_149,2/8/2015,09:41:58,,,
Show_150,6/19/2011,21:59:21,,,
Show_151,8/7/2015,12:27:31,,,
Show_152,12/11/2013,10:58:30,,,
Show_153,12/14/2011,12:42:31,,,
Show_154,12/9/2016,11:15:00,,,
Show_155,1/22/2015,19:18:25,,,
Show_156,6/7/2013,20:16:07,,,
Show_157,2/14/2011,12:45:20,,,
Show_158,7/16/2014,14:50:01,,,
Show_159,3/4/2013,16:50:19,,,
Show_160,8/22/2016,14:13:34,,,
Show_161,6/10/2010,15:52:27,,,
Show_162,8/31/2014,11:41:17,,,
Show_163,6/29/2016,10:42:34,,,
Show_164,7/20/2015,13:21:24,,,
Show_165,3/31/2013,17:09:30,,,
Show_166,10/18/2010,12:37:01,,,
Show_167,3/19/2010,10:10:57,,,
Show_168,2/28/2016,20:33:59,,,
Show_169,3/24/2010,18:02:58,,,
Show_170,2/11/2013,18:44:23,,,
Show_171,6/20/2015,09:06:23,,,
Show_172,2/4/2011,15:07:14,,,
Show_173,1/31/2010,12:46:35,,,
Show_174,3/16/2012,18:24:56,,,
Show_175,9/26/2012,21:18:03,,,
Show_176,8/18/2015,15:58:09,,,
Show_177,2/16/2013,15:50:28,,,
Show_178,2/2/2012,13:46:20,,,
Show_179,1/26/2013,14:23:06,,,
Show_180,7/26/2011,20:43:50,,,
Show_181,6/20/2010,20:55:00,,,
Show_182,3/13/2014,20:27:21,,,
Show_183,10/24/2016,19:20:24,,,
Show_184,10/22/2010,11:07:36,,,
Show_185,2/4/2012,13:17:27,,,
Show_186,5/4/2013,15:41:53,,,
Show_187,11/4/2012,16:06:39,,,
Show_188,4/7/2015,17:01:13,,,
Show_189,1/10/2012,09:02:52,,,
Show_190,9/23/2015,15:56:50,,,
Show_191,8/6/2010,12:51:42,,,
Show_192,9/22/2012,17:18:03,,,
Show_193,9/29/2012,12:57:15,,,
Show_194,7/1/2012,12:47:28,,,
Show_195,10/10/2015,15:52:08,,,
Show_196,8/25/2011,16:15:15,,,
Show_197,3/30/2016,12:36:11,,,
Show_198,6/2/2015,11:10:20,,,
Show_199,6/20/2013,17:41:56,,,
Show_200,1/22/2013,18:02:55,,,
Show_201,10/29/2011,15:00:10,,,
Show_202,11/24/2016,13:33:17,,,
Show_203,1/16/2015,12:48:26,,,
Show_204,10/10/2014,21:02:28,,,
Show_205,5/2/2012,13:08:50,,,
Show_206,12/1/2015,20:05:00,,,
Show_207,3/13/2013,21:45:02,,,
Show_208,1/16/2013,13:08:47,,,
Show_209,9/18/2010,18:51:41,,,
Show_210,3/13/2013,14:13:47,,,
Show_211,11/28/2016,12:02:29,,,
Show_212,9/24/2012,18:57:00,,,
Show_213,9/7/2016,17:41:30,,,
Show_214,12/25/2012,21:14:49,,,
Show_215,3/4/2010,09:03:20,,,
Show_216,2/21/2016,17:22:55,,,
Show_217,2/16/2013,17:11:57,,,
Show_218,2/7/2014,10:05:27,,,
Show_219,11/9/2016,17:37:10,,,
Show_220,1/3/2012,21:48:01,,,
Show_221,12/17/2010,12:12:38,,,
Show_222,12/24/2010,15:16:04,,,
Show_223,2/1/2011,20:09:31,,,
Show_224,9/13/2010,10:20:05,,,
Show_225,7/30/2015,16:38:01,,,
Show_226,3/28/2016,12:19:22,,,
Show_227,9/4/2015,13:37:29,,,
Show_228,12/24/2016,19:55:31,,,
Show_229,10/27/2016,20:47:47,,,
Show_230,7/18/2010,20:22:15,,,
Show_231,3/22/2012,09:03:33,,,
Show_232,2/17/2012,10:27:42,,,
Show_233,8/9/2015,14:11:34,,,
Show_234,10/15/2010,09:36:31,,,
Show_235,10/11/2011,17:08:57,,,
Show_236,6/19/2010,16:16:11,,,
Show_237,3/3/2015,16:09:25,,,
Show_238,5/23/2014,16:25:54,,,
Show_239,1/21/2016,20:42:30,,,
Show_240,6/5/2015,17:42:26,,,
Show_241,12/24/2013,12:51:54,,,
Show_242,2/26/2016,20:36:16,,,
Show_243,3/2/2016,09:09:19,,,
Show_244,5/1/2015,12:50:32,,,
Show_245,8/12/2011,18:36:18,,,
Show_246,1/21/2010,19:39:10,,,
Show_247,2/27/2012,18:16:33,,,
Show_248,4/3/2010,14:48:55,,,
Show_249,5/28/2014,20:41:29,,,
Show_250,11/16/2014,19:26:40,,,
Show_251,5/22/2011,11:28:56,,,
Show_252,2/28/2014,19:10:46,,,
Show_253,1/2/2014,12:41:36,,,
Show_254,3/28/2010,10:10:35,,,
Show_255,11/1/2015,09:18:50,,,
Show_256,10/6/2011,19:28:38,,,
Show_257,8/21/2014,09:47:16,,,
Show_258,1/16/2011,13:05:55,,,
Show_259,5/20/2013,10:13:10,,,
Show_260,6/5/2010,20:55:27,,,
Show_261,2/28/2011,21:23:13,,,
Show_262,1/7/2012,18:37:25,,,
Show_263,1/27/2011,17:08:53,,,
Show_264,9/5/2013,18:12:02,,,
Show_265,4/1/2011,14:28:58,,,
Show_266,10/7/2016,10:19:17,,,
Show_267,5/19/2016,09:16:45,,,
Show_268,9/25/2010,19:17:23,,,
Show_269,8/8/2011,16:59:17,,,
Show_270,10/10/2011,11:51:56,,,
Show_271,12/21/2011,19:57:26,,,
Show_272,7/29/2010,20:58:34,,,
Show_273,2/14/2010,19:51:40,,,
Show_274,8/5/2011,13:15:34,,,
Show_275,3/9/2010,12:53:33,,,
Show_276,11/18/2016,13:15:26,,,
Show_277,2/10/2011,11:39:09,,,
Show_278,3/4/2011,12:36:10,,,
Show_279,3/8/2010,18:28:55,,,
Show_280,2/28/2011,12:20:51,,,
Show_281,1/5/2016,21:29:02,,,
Show_282,5/19/2015,19:51:34,,,
Show_283,12/7/2016,21:20:34,,,
Show_284,12/5/2013,16:22:00,,,
Show_285,4/27/2016,16:46:13,,,
Show_286,7/3/2012,18:14:34,,,
Show_287,12/29/2014,09:37:51,,,
Show_288,4/16/2013,16:22:18,,,
Show_289,9/27/2011,17:56:10,,,
Show_290,10/8/2013,16:21:15,,,
Show_291,8/15/2014,12:37:41,,,
Show_292,7/9/2010,15:20:18,,,
Show_293,3/12/2010,19:17:40,,,
Show_294,4/14/2013,21:45:18,,,
Show_295,6/23/2010,21:54:34,,,
Show_296,12/4/2012,10:02:44,,,
Show_297,12/26/2012,18:56:32,,,
Show_298,7/15/2015,13:56:12,,,
Show_299,10/15/2013,21:06:10,,,
Show_300,7/7/2011,18:11:40,,,
Show_301,12/20/2010,11:11:32,,,
Show_302,10/25/2013,11:34:28,,,
